aX,aY,aZ,gX,gY,gZ
0.016,0.968,0.218,1.885,-22.954,-1.580
0.101,0.945,0.158,1.832,16.130,-8.069
-0.027,0.961,0.203,1.611,16.687,-3.779
0.123,0.945,0.180,2.794,-1.573,-1.221
0.221,0.935,0.161,2.649,13.924,-12.863
0.098,0.952,0.191,2.328,8.481,-19.779
-0.154,0.977,0.192,2.924,0.344,-13.076
-0.180,1.007,0.162,2.038,-28.321,9.733
-0.050,0.991,0.180,-2.855,-27.099,22.832
0.105,0.966,0.191,-6.145,-10.634,23.687
0.156,0.953,0.196,-7.779,7.779,16.252
0.067,0.972,0.215,-4.580,8.695,10.107
-0.003,0.942,0.194,-4.359,4.382,14.573
0.056,0.945,0.134,-7.229,-1.168,18.885
0.095,0.961,0.123,-13.183,-7.702,17.687
0.058,0.947,0.127,-20.107,-15.282,17.947
0.031,0.926,0.153,-21.344,-24.427,21.557
0.031,0.944,0.168,-22.786,-32.954,28.031
0.085,0.939,0.235,-17.809,-38.336,33.275
0.160,0.916,0.268,-8.122,-29.863,30.382
0.250,1.000,0.221,-2.504,-20.275,20.038
0.276,0.999,0.266,-0.053,-12.702,3.870
0.253,1.024,0.253,2.664,0.351,-9.504
0.202,0.997,0.222,2.191,14.244,-18.008
0.133,0.962,0.214,1.824,12.779,-23.244
0.032,0.953,0.185,-1.534,10.412,-19.252
0.003,0.956,0.185,-9.359,8.000,-8.313

1.211,0.330,-0.261,18.015,-20.947,208.908
1.209,0.357,-0.263,8.420,-3.725,166.481
1.253,0.345,-0.279,-4.084,16.611,132.366
1.344,0.338,-0.238,-27.130,23.573,96.626
1.395,0.334,-0.072,-36.053,26.679,58.321
1.399,0.345,0.029,-36.672,18.954,27.580
1.544,0.317,0.080,-32.725,8.595,-3.145
1.688,0.286,0.094,-23.008,7.122,-41.924
1.760,0.237,0.055,-21.420,-5.305,-89.473
1.735,0.201,-0.007,-30.267,-13.977,-147.939
1.520,0.201,-0.047,-44.954,-22.504,-206.817
1.160,0.258,-0.078,-64.420,-28.359,-248.237
0.793,0.345,-0.086,-88.252,-26.443,-250.137
0.513,0.484,-0.066,-110.992,-17.099,-250.137
0.146,0.593,0.080,-126.267,-2.153,-250.137
-0.127,0.782,0.251,-114.328,26.420,-250.137
-0.300,0.931,0.379,-79.069,51.878,-194.832
-0.274,1.005,0.407,-42.229,55.366,-132.214
-0.098,1.027,0.372,-14.809,47.321,-85.420
0.058,0.988,0.323,-3.328,34.176,-60.695
0.121,0.965,0.314,2.542,22.084,-50.427
0.179,0.969,0.274,6.000,9.328,-39.733
0.248,0.952,0.215,6.420,2.939,-32.824
0.321,0.922,0.173,4.443,2.588,-30.954
0.330,0.916,0.162,1.260,7.580,-34.634
0.334,0.905,0.177,1.664,17.557,-36.992
0.322,0.907,0.181,4.389,22.084,-38.931
