aX,aY,aZ,gX,gY,gZ
-0.040,0.431,-0.943,-155.130,-11.305,-8.107
0.062,0.517,-0.943,-183.794,-8.595,-11.565
0.033,0.589,-0.777,-203.374,-3.779,-18.290
0.007,0.687,-0.692,-215.420,1.298,-21.366
0.003,0.773,-0.660,-229.550,14.473,-20.992
-0.002,0.805,-0.644,-250.137,20.840,-19.473
0.014,0.779,-0.596,-250.137,25.794,-23.908
-0.034,0.778,-0.509,-250.137,35.519,-27.252
-0.084,0.761,-0.351,-250.137,38.214,-23.786
-0.121,0.783,-0.064,-250.137,19.687,-14.504
-0.084,0.811,0.245,-250.137,15.840,-4.748
0.013,0.833,0.417,-250.137,13.435,-1.374
0.023,0.831,0.485,-212.374,9.344,-2.931
0.040,0.939,0.483,-180.206,8.924,-5.260
0.044,0.950,0.519,-154.992,7.893,-11.176
0.014,0.981,0.518,-134.473,9.779,-16.313
-0.050,1.012,0.538,-114.473,9.718,-18.405
-0.086,1.033,0.586,-88.366,6.710,-11.786
-0.093,1.012,0.589,-59.008,3.962,-2.855
-0.056,1.006,0.505,-37.229,4.031,4.366
-0.020,0.979,0.462,-25.298,1.206,8.130
0.032,0.948,0.403,-15.450,1.496,7.542
0.060,0.942,0.347,-11.008,3.435,4.794
0.067,0.933,0.327,-10.214,5.481,1.023
0.048,0.927,0.332,-7.954,5.405,-2.824
0.016,0.941,0.328,-4.000,2.168,-4.511
-0.009,0.935,0.302,-0.656,-0.771,-3.260
0.002,0.934,0.269,-0.214,1.130,-1.710
0.015,0.926,0.268,-2.206,1.832,-1.847
0.039,0.925,0.275,-4.786,3.534,-5.191
0.029,0.921,0.280,-8.053,5.977,-9.603
-0.026,0.930,0.311,-8.008,4.870,-11.153
-0.062,0.941,0.317,-3.542,2.107,-7.420
-0.057,0.940,0.307,-1.130,-0.130,-4.137
-0.036,0.931,0.289,-0.550,-0.260,-3.099
-0.029,0.926,0.273,-1.588,2.038,-3.374

0.121,1.061,0.646,20.397,40.901,4.511
0.066,1.031,0.914,55.313,68.634,-2.328
0.029,1.187,1.433,120.168,73.595,2.779
-0.276,0.920,1.703,250.130,72.389,24.977
-0.454,0.630,1.565,250.130,37.565,58.053
-0.396,0.390,1.079,250.130,-4.267,87.237
-0.184,0.161,0.394,250.130,-25.855,96.962
0.027,0.080,-0.345,250.130,-52.168,87.351
0.118,0.073,-1.056,250.130,-68.527,72.282
-0.004,0.354,-2.000,250.130,-116.679,60.405
0.244,0.245,-2.000,214.160,-97.901,50.145
0.274,0.234,-2.000,55.092,-18.328,12.779
0.004,0.318,-1.403,-42.725,-1.466,-3.931
-0.029,0.392,-0.995,-72.756,-10.794,-4.351
-0.020,0.468,-0.964,-82.817,-15.611,-6.748
0.045,0.522,-1.064,-111.618,-14.122,-11.771
0.062,0.547,-1.061,-149.519,1.290,-21.206
0.037,0.600,-1.043,-196.183,18.046,-28.763
0.013,0.655,-0.925,-245.351,27.969,-30.763
0.025,0.706,-0.759,-250.137,36.282,-35.321
-0.020,0.745,-0.626,-250.137,39.695,-40.244
-0.141,0.750,-0.442,-250.137,36.740,-39.443
-0.221,0.729,-0.197,-250.137,31.733,-25.252
-0.184,0.768,0.052,-250.137,25.351,-8.985
-0.102,0.821,0.298,-250.137,14.542,-1.939
-0.063,0.835,0.475,-250.137,12.115,-0.023
-0.021,0.874,0.651,-244.985,9.244,-0.382
0.025,0.919,0.724,-188.107,3.664,-2.290
0.066,0.958,0.726,-135.435,-1.137,-7.244
0.052,0.981,0.626,-96.672,-1.260,-10.542
0.050,0.988,0.552,-71.771,2.924,-13.206
0.019,0.984,0.492,-56.847,6.366,-16.038
-0.021,0.985,0.472,-45.557,6.511,-16.221
-0.059,0.987,0.476,-33.641,1.626,-12.969
-0.073,0.996,0.471,-17.214,-0.527,-4.809
-0.053,0.959,0.415,-5.756,-1.244,2.160
0.002,0.936,0.350,0.153,-3.183,3.405
0.043,0.926,0.316,0.534,-2.718,0.634
0.054,0.927,0.291,-0.237,0.397,-4.160
