aX,aY,aZ,gX,gY,gZ
0.206,0.977,0.014,-3.237,10.023,-0.092
0.205,0.975,0.014,-3.382,10.969,-0.840
0.205,0.981,0.016,-3.260,11.290,-1.687
0.200,0.978,0.020,-2.802,11.107,-2.443
0.195,0.973,0.009,-2.244,10.763,-2.489
0.192,0.976,0.013,-1.992,10.557,-2.672
0.194,0.983,0.008,-1.992,9.473,-2.344
0.198,0.985,0.005,-2.008,9.023,-1.573
0.198,0.988,0.006,-1.565,9.252,-0.641
0.195,0.992,0.005,-1.244,9.779,0.351
0.203,0.990,0.003,-0.687,11.038,0.763
0.200,0.993,0.006,-0.374,11.916,1.351
0.202,0.981,0.009,-0.450,11.634,1.580
0.213,0.980,0.008,-0.748,11.107,1.748
0.217,0.976,0.013,-1.145,10.901,1.527
0.221,0.978,0.007,-1.420,10.183,1.282
0.222,0.970,0.013,-2.008,8.618,1.023
0.233,0.979,0.005,-2.168,8.282,0.702
0.236,0.972,0.010,-2.244,9.832,-0.198
0.236,0.967,0.014,-2.244,11.168,-1.267
0.229,0.970,0.016,-1.435,11.359,-2.458
0.231,0.974,0.018,-0.092,11.359,-3.534
0.220,0.975,0.015,1.679,12.130,-3.992
0.213,0.976,0.018,3.275,11.260,-3.992
0.214,0.972,0.008,4.351,8.893,-2.863
0.214,0.980,0.015,4.893,6.725,-1.504
0.222,0.974,-0.007,4.565,5.069,-0.954
0.224,0.975,0.005,3.725,4.160,-0.977
0.222,0.977,0.001,2.840,3.611,-1.611
0.226,0.968,-0.010,2.298,3.092,-2.275
0.228,0.975,-0.015,2.214,4.000,-2.557
0.230,0.971,-0.014,1.840,5.733,-3.191
0.219,0.969,-0.009,1.115,6.015,-4.115

-0.400,1.310,0.114,-0.145,6.107,19.267
-0.570,1.329,0.136,-6.313,-16.466,38.405
-0.724,1.348,0.120,-12.267,-43.145,69.840
-0.832,1.265,0.107,-17.550,-77.397,115.779
-0.858,1.141,0.060,-19.611,-114.008,175.763
-0.760,1.022,-0.014,-14.511,-127.718,243.489
-0.578,0.930,-0.125,-1.878,-116.718,250.130
-0.412,0.816,-0.126,9.481,-102.588,250.130
-0.202,0.539,-0.132,17.901,-102.374,250.130
0.073,0.379,-0.181,25.985,-96.969,250.130
0.296,0.254,-0.244,33.115,-88.008,250.130
0.555,0.177,-0.270,38.221,-73.198,250.130
0.775,0.131,-0.341,40.450,-54.466,250.130
0.980,0.118,-0.365,39.237,-26.824,250.130
1.158,0.108,-0.405,31.771,3.275,250.130
1.282,0.097,-0.388,18.634,35.023,250.130
1.366,0.135,-0.389,3.298,58.763,250.130
1.439,0.143,-0.300,-14.664,77.931,222.137
1.470,0.143,-0.248,-30.389,78.802,170.527
1.530,0.168,-0.202,-43.580,79.916,121.420
1.520,0.156,-0.110,-54.305,76.740,72.481
1.532,0.167,-0.052,-60.206,70.817,38.771
1.496,0.144,-0.001,-64.420,64.435,9.649
1.464,0.161,0.057,-66.992,54.947,-18.405
1.424,0.160,0.105,-67.786,48.626,-43.389
1.366,0.161,0.163,-65.267,48.672,-63.450
1.290,0.170,0.207,-59.489,51.924,-81.305
1.219,0.180,0.255,-50.611,53.313,-94.847
1.132,0.189,0.262,-38.687,50.740,-104.489
1.095,0.209,0.329,-25.641,43.046,-110.580
1.093,0.274,0.309,-12.397,32.061,-115.260
1.032,0.292,0.313,-2.802,20.374,-118.985
1.027,0.327,0.297,3.336,10.183,-125.244
1.005,0.351,0.270,7.443,3.046,-132.099
0.972,0.394,0.225,11.443,-0.275,-139.290
0.925,0.415,0.195,14.931,1.031,-144.099
0.879,0.442,0.165,19.733,3.160,-148.580
0.838,0.476,0.138,23.580,4.817,-151.634
