aX,aY,aZ,gX,gY,gZ
1.523,0.039,0.115,0.895,-0.062,5.833
1.649,0.111,0.169,0.730,0.259,3.997
1.665,0.127,0.180,0.668,0.269,3.536
1.673,0.142,0.190,0.601,0.258,3.067
1.676,0.155,0.198,0.529,0.230,2.595
1.678,0.169,0.206,0.453,0.192,2.121
1.673,0.184,0.212,0.377,0.148,1.654
1.664,0.202,0.219,0.297,0.098,1.196
1.650,0.222,0.227,0.214,0.043,0.756
1.635,0.243,0.230,0.129,-0.020,0.335
1.616,0.263,0.233,0.039,-0.087,-0.060
1.594,0.284,0.234,-0.051,-0.158,-0.427
1.576,0.306,0.234,-0.144,-0.230,-0.765
1.562,0.327,0.231,-0.235,-0.300,-1.076
1.554,0.346,0.228,-0.324,-0.365,-1.360
1.547,0.361,0.221,-0.410,-0.422,-1.621
1.540,0.373,0.214,-0.491,-0.467,-1.860
1.530,0.381,0.203,-0.565,-0.497,-2.084
1.517,0.386,0.192,-0.635,-0.511,-2.294
1.502,0.385,0.182,-0.701,-0.507,-2.496
1.478,0.380,0.173,-0.762,-0.484,-2.691
1.449,0.367,0.166,-0.819,-0.444,-2.882
1.414,0.350,0.168,-0.872,-0.387,-3.071
1.375,0.343,0.167,-0.921,-0.316,-3.261
1.316,0.333,0.174,-0.976,-0.239,-3.443
1.063,0.282,0.234,-1.230,0.065,-4.213
0.999,0.279,0.249,-1.289,0.134,-4.362
0.934,0.276,0.266,-1.345,0.204,-4.501
0.874,0.271,0.283,-1.397,0.275,-4.630
0.817,0.273,0.305,-1.444,0.349,-4.749
0.761,0.274,0.326,-1.487,0.428,-4.855
0.705,0.277,0.348,-1.526,0.508,-4.951
0.649,0.282,0.371,-1.563,0.585,-5.036

-0.299,1.020,0.669,0.348,0.288,0.195
-0.348,1.040,0.688,0.391,0.293,0.297
-0.401,1.059,0.706,0.441,0.296,0.416
-0.457,1.077,0.726,0.497,0.298,0.552
-0.514,1.088,0.746,0.561,0.293,0.709
-0.576,1.099,0.772,0.629,0.263,0.885
-0.642,1.117,0.794,0.702,0.215,1.077
-0.707,1.137,0.814,0.781,0.169,1.279
-0.769,1.158,0.834,0.867,0.139,1.493
-0.825,1.166,0.848,0.960,0.123,1.723
-0.872,1.166,0.865,1.059,0.106,1.982
-0.914,1.160,0.876,1.161,0.081,2.274
-0.951,1.154,0.879,1.269,0.045,2.603
-0.981,1.147,0.875,1.376,0.001,2.961
-1.001,1.132,0.869,1.482,-0.048,3.340
-1.012,1.110,0.863,1.587,-0.102,3.728
-1.016,1.090,0.858,1.653,-0.136,3.987
-1.020,1.053,0.851,1.745,-0.181,4.372
-1.018,1.009,0.843,1.830,-0.219,4.751
-1.014,0.960,0.836,1.905,-0.265,5.118
-1.005,0.906,0.828,1.970,-0.326,5.474
-0.987,0.847,0.819,2.025,-0.402,5.818
-0.962,0.785,0.808,2.074,-0.496,6.144
-0.933,0.723,0.791,2.116,-0.602,6.451
-0.894,0.665,0.768,2.154,-0.714,6.739
-0.842,0.606,0.736,2.189,-0.828,7.007
-0.472,0.302,0.517,2.333,-1.330,8.022
-0.362,0.235,0.456,2.356,-1.410,8.176
-0.241,0.166,0.392,2.375,-1.471,8.305
-0.107,0.107,0.326,2.384,-1.509,8.406
0.044,0.064,0.260,2.383,-1.520,8.479
0.196,0.036,0.194,2.367,-1.501,8.523
0.296,0.030,0.152,2.350,-1.470,8.536
0.444,0.028,0.094,2.311,-1.396,8.533
0.581,0.017,0.039,2.259,-1.289,8.504
0.706,-0.002,-0.005,2.194,-1.172,8.448
0.828,-0.021,-0.038,2.115,-1.065,8.359
0.949,-0.031,-0.062,2.022,-0.961,8.234
1.063,-0.051,-0.085,1.923,-0.857,8.066
1.177,-0.060,-0.096,1.825,-0.749,7.858
1.286,-0.050,-0.111,1.729,-0.623,7.604
1.385,-0.028,-0.125,1.638,-0.475,7.301
1.473,-0.013,-0.129,1.550,-0.310,6.948
1.545,-0.011,-0.127,1.459,-0.142,6.552
1.610,-0.018,-0.117,1.368,0.019,6.124
1.663,-0.027,-0.104,1.271,0.165,5.666
1.711,-0.028,-0.087,1.169,0.286,5.186
1.753,-0.028,-0.071,1.062,0.381,4.689
1.876,0.046,0.017,0.573,0.517,2.268
1.884,0.070,0.036,0.476,0.506,1.756
1.885,0.093,0.055,0.381,0.484,1.261
1.880,0.108,0.067,0.319,0.463,0.943
1.868,0.129,0.081,0.230,0.425,0.486
1.849,0.149,0.093,0.143,0.376,0.059
1.826,0.170,0.101,0.061,0.319,-0.338
1.802,0.192,0.104,-0.016,0.262,-0.706
1.778,0.214,0.106,-0.087,0.208,-1.042
1.754,0.234,0.105,-0.152,0.162,-1.352
1.729,0.252,0.102,-0.212,0.127,-1.634
1.701,0.268,0.099,-0.267,0.100,-1.893
1.673,0.282,0.096,-0.319,0.084,-2.132
1.643,0.293,0.094,-0.368,0.081,-2.350
1.610,0.301,0.093,-0.415,0.093,-2.552
1.572,0.307,0.093,-0.459,0.118,-2.739
1.530,0.307,0.093,-0.500,0.160,-2.914
1.485,0.308,0.100,-0.541,0.218,-3.078
1.435,0.307,0.109,-0.581,0.292,-3.234
1.381,0.304,0.124,-0.622,0.378,-3.382
1.325,0.301,0.142,-0.662,0.471,-3.523
1.262,0.298,0.163,-0.705,0.570,-3.657
1.197,0.296,0.186,-0.747,0.669,-3.784
1.132,0.297,0.215,-0.792,0.761,-3.906
1.066,0.302,0.245,-0.835,0.844,-4.020
1.003,0.312,0.277,-0.879,0.915,-4.127
0.752,0.394,0.404,-1.080,1.064,-4.469
0.698,0.393,0.424,-1.122,1.064,-4.517
0.652,0.414,0.452,-1.153,1.058,-4.556
0.608,0.443,0.478,-1.179,1.037,-4.576
0.566,0.471,0.501,-1.199,1.005,-4.574
0.526,0.497,0.523,-1.212,0.966,-4.555

-0.447,1.074,0.447,0.368,0.331,0.271
-0.495,1.092,0.462,0.422,0.336,0.342
-0.548,1.118,0.472,0.482,0.337,0.413
-0.600,1.149,0.480,0.547,0.336,0.488
-0.650,1.176,0.487,0.619,0.341,0.576
-0.705,1.200,0.491,0.699,0.354,0.684
-0.767,1.222,0.488,0.790,0.377,0.822
-0.837,1.243,0.486,0.885,0.408,0.992
-0.909,1.267,0.478,0.984,0.444,1.195
-0.977,1.291,0.469,1.084,0.478,1.434
-1.043,1.311,0.453,1.180,0.507,1.707
-1.100,1.320,0.436,1.270,0.534,2.015
-1.152,1.326,0.415,1.347,0.565,2.359
-1.194,1.332,0.390,1.409,0.603,2.735
-1.231,1.325,0.366,1.454,0.646,3.139
-1.254,1.300,0.341,1.479,0.685,3.566
-1.264,1.257,0.319,1.484,0.716,4.014
-1.254,1.199,0.303,1.469,0.730,4.474
-1.225,1.137,0.293,1.435,0.726,4.936
-1.180,1.071,0.280,1.387,0.701,5.387
-1.121,0.999,0.273,1.325,0.651,5.816
-1.048,0.920,0.268,1.254,0.577,6.212
-0.962,0.837,0.270,1.176,0.479,6.571
-0.866,0.751,0.269,1.093,0.359,6.889
-0.796,0.693,0.268,1.037,0.269,7.077
-0.687,0.608,0.266,0.954,0.119,7.325
-0.573,0.526,0.263,0.875,-0.046,7.530
-0.458,0.453,0.254,0.802,-0.221,7.694
0.059,0.266,0.167,0.563,-1.042,7.944
0.156,0.256,0.136,0.530,-1.173,7.903
0.251,0.252,0.107,0.502,-1.266,7.837
0.337,0.236,0.075,0.482,-1.322,7.755
0.407,0.206,0.044,0.466,-1.361,7.663
0.479,0.177,0.015,0.452,-1.394,7.560
0.562,0.164,-0.015,0.440,-1.407,7.444
0.656,0.169,-0.044,0.429,-1.375,7.308
0.760,0.184,-0.073,0.415,-1.295,7.153
0.859,0.206,-0.098,0.397,-1.170,6.973
0.950,0.223,-0.119,0.374,-1.003,6.773
1.029,0.231,-0.134,0.348,-0.806,6.550
1.078,0.230,-0.141,0.331,-0.663,6.392
1.143,0.226,-0.140,0.306,-0.437,6.138
1.198,0.223,-0.131,0.280,-0.205,5.864
1.245,0.226,-0.112,0.247,0.022,5.565
1.292,0.235,-0.092,0.210,0.236,5.239
1.336,0.239,-0.066,0.171,0.429,4.892
1.372,0.241,-0.038,0.135,0.594,4.527
1.403,0.246,-0.007,0.105,0.730,4.146
1.430,0.259,0.026,0.078,0.835,3.751
1.453,0.281,0.057,0.055,0.914,3.345
1.470,0.304,0.088,0.037,0.970,2.932
1.477,0.326,0.119,0.024,1.003,2.518
1.476,0.345,0.146,0.017,1.007,2.114
1.471,0.360,0.172,0.014,0.985,1.724
1.462,0.372,0.193,0.015,0.940,1.361
1.449,0.388,0.208,0.020,0.872,1.025
1.409,0.510,0.221,0.063,0.413,-0.151
1.398,0.531,0.211,0.069,0.311,-0.368
1.387,0.546,0.195,0.073,0.214,-0.569
1.378,0.560,0.179,0.072,0.127,-0.755
1.370,0.573,0.162,0.067,0.050,-0.927
