aX,aY,aZ,gX,gY,gZ
0.385,-0.000,0.422,121.094,305.237,-11.475
0.478,0.007,0.402,74.463,221.008,-1.648
0.537,0.039,0.544,30.518,146.606,5.615
0.597,0.067,0.731,3.723,100.708,10.193
0.622,0.060,0.852,-5.859,86.975,9.705
0.628,0.041,0.862,-10.681,95.947,7.935
0.608,0.062,0.818,-12.268,115.112,6.836
0.623,0.052,0.726,-2.563,135.376,4.395
0.626,0.041,0.642,12.451,149.231,1.953
0.641,0.041,0.571,24.170,153.442,2.197
0.668,0.039,0.525,32.898,148.560,3.052
0.678,0.040,0.509,32.410,136.536,3.662
0.703,0.044,0.515,25.696,123.291,3.418
0.733,0.051,0.551,20.935,109.131,2.441
0.748,0.049,0.598,15.686,96.008,3.662
0.761,0.049,0.640,6.409,87.463,4.761
0.786,0.075,0.679,-5.676,84.045,5.127
0.809,0.069,0.709,-11.841,82.764,4.944
0.794,0.047,0.732,-16.296,85.938,2.502
0.802,0.044,0.749,-19.897,91.003,1.221
0.822,0.034,0.737,-15.381,96.619,1.343
0.828,0.040,0.725,-9.033,103.943,0.427
0.828,0.028,0.709,-3.784,112.427,-1.160
0.840,-0.004,0.693,3.540,123.291,-3.784
0.827,-0.007,0.685,8.484,137.085,-4.822
0.814,-0.012,0.651,20.630,152.161,-2.808
0.809,0.003,0.578,30.823,168.213,1.343
0.811,0.048,0.495,33.020,181.641,5.676
0.823,0.068,0.389,33.447,190.247,7.019
0.841,0.075,0.294,29.114,191.833,5.676
0.882,0.085,0.225,20.386,185.425,3.357

0.437,0.226,-1.323,18.433,12.939,-3.174
0.303,0.250,-1.735,18.250,-19.958,-13.977
0.101,0.212,-2.093,26.672,-82.642,-32.227
-0.113,0.135,-2.309,41.748,-181.458,-55.847
-0.215,-0.012,-2.294,40.771,-317.688,-74.158
-0.448,-0.214,-1.902,18.005,-478.577,-83.679
-0.577,-0.338,-1.221,-29.480,-645.447,-67.444
-0.646,-0.356,-0.382,-92.224,-791.321,-32.715
-0.663,-0.289,0.509,-150.635,-880.920,5.066
-0.513,-0.009,1.363,-205.200,-909.729,52.795
-0.314,0.327,2.121,-225.281,-887.329,88.379
-0.041,0.701,2.754,-209.717,-808.044,101.196
0.137,0.941,3.180,-176.514,-664.368,88.318
0.257,1.005,3.371,-135.254,-493.225,56.763
0.365,0.912,3.230,-100.952,-294.373,14.648
0.435,0.584,2.795,-62.988,-99.976,-37.354
0.458,0.238,2.248,-28.198,54.565,-77.148
0.473,0.012,1.717,5.798,147.522,-87.158
0.486,-0.114,1.253,39.856,183.777,-71.472
0.543,-0.162,0.889,61.707,178.162,-38.269
0.594,-0.068,0.694,60.181,142.151,0.732
0.625,0.083,0.686,49.438,87.158,29.541
0.636,0.222,0.796,35.400,37.170,42.847
0.636,0.340,0.963,16.296,9.216,44.861
0.670,0.392,1.091,7.080,7.935,35.828
0.696,0.385,1.151,8.911,24.963,20.386
0.692,0.344,1.144,11.292,50.354,4.700
0.710,0.291,1.104,10.742,76.538,-7.935
0.726,0.236,1.062,8.301,99.548,-17.151
0.695,0.189,1.004,6.714,119.507,-22.400
0.658,0.146,0.918,7.690,139.099,-26.001
0.664,0.096,0.820,8.850,158.264,-27.893
0.681,0.047,0.740,10.315,173.218,-28.931
0.712,0.031,0.690,12.268,181.946,-27.954
0.737,-0.023,0.661,20.142,184.021,-23.376
0.734,-0.064,0.620,24.536,185.608,-18.250
