aX,aY,aZ,gX,gY,gZ
0.442,-1.049,0.259,57.495,52.917,255.249
0.409,-0.813,0.170,42.725,56.458,274.658
0.372,-0.571,0.084,26.062,54.810,288.513
0.386,-0.349,-0.008,15.991,48.645,292.664
0.442,-0.164,-0.092,8.179,38.086,287.903
0.504,-0.036,-0.142,0.061,23.132,275.452
0.565,0.048,-0.136,-11.963,6.470,258.545
0.639,0.114,-0.101,-22.522,-6.531,238.586
0.706,0.142,-0.061,-24.902,-14.709,212.708
0.761,0.127,-0.028,-24.231,-17.395,181.458
0.796,0.080,-0.001,-22.400,-15.259,147.766
0.845,-0.011,0.014,-18.677,-12.146,117.310
0.873,-0.139,0.036,-17.700,-9.338,94.238
0.872,-0.236,0.055,-19.104,-4.639,80.139
0.876,-0.280,0.047,-20.142,2.319,75.256
0.889,-0.292,0.022,-19.287,9.033,74.158
0.903,-0.282,0.002,-18.188,12.329,74.341
0.917,-0.285,-0.018,-17.578,12.817,74.036
0.928,-0.287,-0.028,-21.545,11.597,74.524
0.944,-0.292,-0.036,-27.039,8.667,75.562
0.947,-0.298,-0.033,-28.931,3.784,77.209
0.941,-0.294,-0.032,-29.053,-0.977,79.407
0.943,-0.262,-0.018,-29.114,-5.432,82.153
0.955,-0.239,-0.002,-23.560,-9.094,83.618
0.944,-0.218,0.014,-18.494,-11.841,83.435
0.952,-0.186,0.032,-17.090,-13.550,82.031

1.021,0.691,0.390,25.513,-31.311,40.344
1.010,0.913,0.510,55.725,-29.907,36.804
0.889,1.183,0.703,91.248,-20.325,11.902
0.958,1.562,0.880,140.320,5.859,-31.250
0.712,1.894,0.937,153.381,64.575,-98.328
0.372,1.798,0.759,79.468,150.696,-222.351
0.316,1.311,0.308,14.038,229.797,-346.436
0.161,0.841,-0.072,-15.076,253.601,-413.879
0.027,0.429,-0.329,-29.480,232.056,-453.186
-0.032,0.060,-0.443,-55.054,185.303,-470.093
-0.022,-0.329,-0.429,-79.346,132.324,-477.234
-0.019,-0.646,-0.313,-105.347,82.336,-483.154
0.047,-0.953,-0.175,-124.695,47.302,-484.619
0.176,-1.268,-0.059,-118.652,23.682,-462.219
0.331,-1.567,0.013,-99.731,11.047,-414.551
0.489,-1.769,0.046,-81.909,8.118,-352.478
0.629,-1.909,0.019,-56.030,10.254,-292.297
0.740,-2.026,-0.026,-28.198,12.512,-241.211
0.795,-2.126,-0.036,-11.292,10.925,-193.909
0.797,-2.219,-0.000,0.916,6.287,-144.043
0.805,-2.227,0.083,8.240,2.869,-85.022
0.795,-2.124,0.165,9.033,4.456,-17.822
0.750,-1.938,0.194,4.761,13.306,44.800
0.698,-1.788,0.154,0.610,25.818,94.910
0.627,-1.621,0.095,-8.423,36.316,137.329
0.575,-1.431,0.031,-17.151,40.588,175.049
0.533,-1.200,-0.017,-19.531,39.063,205.811
0.505,-0.964,-0.055,-15.381,32.471,226.440
0.521,-0.735,-0.084,-8.240,22.705,235.718
0.552,-0.541,-0.098,-0.061,10.681,234.558
0.593,-0.369,-0.081,7.446,-2.686,226.562
0.646,-0.210,-0.039,13.855,-15.503,213.379
0.696,-0.113,0.007,22.278,-25.330,193.726
0.755,-0.099,0.035,28.442,-29.175,167.542
0.804,-0.126,0.047,24.963,-28.015,142.273
0.816,-0.172,0.068,17.517,-24.170,122.864
0.839,-0.216,0.056,12.451,-18.372,109.009
0.865,-0.266,0.044,12.146,-13.306,99.487
0.882,-0.295,0.034,10.010,-10.620,95.398
0.890,-0.290,0.027,5.493,-9.705,94.116
0.888,-0.273,0.021,3.174,-9.705,93.323
0.909,-0.267,0.007,4.517,-10.376,88.928
0.920,-0.244,0.017,5.005,-11.230,87.463
0.904,-0.216,0.027,2.136,-10.620,86.670
1.005,-0.231,-0.013,0.854,-9.460,83.191
0.943,-0.158,0.054,-8.118,-11.169,83.313
0.938,-0.111,0.078,-7.019,-9.460,80.933
0.952,-0.137,0.073,4.944,-4.028,70.313
0.957,-0.121,0.048,2.380,2.869,61.768
0.956,-0.158,0.016,0.488,6.226,54.443

0.569,1.888,-0.122,189.392,50.781,-57.251
0.421,1.934,-0.143,228.271,56.152,-178.894
0.194,1.728,-0.056,150.330,56.396,-299.805
-0.026,1.162,0.044,37.964,51.025,-408.630
-0.084,0.350,0.069,-4.517,44.067,-486.694
-0.083,-0.256,0.141,-41.809,37.659,-515.930
-0.020,-0.549,0.192,-74.219,33.020,-526.245
0.107,-0.969,0.213,-82.520,29.480,-539.246
0.193,-1.275,0.295,-100.403,25.146,-524.292
0.293,-1.610,0.295,-106.628,28.198,-474.548
0.431,-1.891,0.213,-94.177,35.889,-410.034
0.522,-2.046,0.118,-79.834,40.405,-345.215
0.611,-2.219,0.018,-60.730,38.635,-288.696
0.665,-2.392,-0.035,-46.875,30.823,-237.976
0.645,-2.598,-0.045,-33.813,19.165,-186.157
0.625,-2.683,-0.013,-20.752,9.216,-120.544
0.598,-2.538,0.033,-1.465,1.221,-39.917
0.574,-2.232,0.070,22.583,-3.174,37.476
0.517,-1.935,0.106,31.616,-5.066,95.276
0.464,-1.642,0.122,25.574,-4.578,135.254
0.410,-1.378,0.123,21.362,-4.639,164.673
0.399,-1.164,0.108,19.348,-6.836,185.547
0.385,-0.980,0.096,9.521,-9.583,198.303
0.392,-0.797,0.083,-1.709,-13.794,207.092
0.402,-0.643,0.069,-4.822,-19.226,209.045
0.495,-0.506,0.053,-4.333,-26.245,205.933
0.551,-0.393,0.073,-4.150,-34.851,197.205
0.618,-0.308,0.104,-4.456,-41.565,181.824
0.673,-0.277,0.131,-3.540,-43.152,161.621
0.721,-0.279,0.147,-2.747,-40.161,139.526
0.771,-0.312,0.153,-4.089,-33.875,119.995
0.792,-0.358,0.158,-7.385,-26.733,103.638
0.813,-0.408,0.157,-9.277,-19.958,91.614
0.822,-0.451,0.152,-9.216,-14.465,84.595
0.863,-0.479,0.153,-9.705,-9.949,81.421
0.878,-0.485,0.163,-11.658,-6.958,81.360
0.881,-0.487,0.178,-11.780,-4.761,82.275
0.866,-0.478,0.181,-10.498,-2.075,83.374
0.912,-0.459,0.158,-8.911,0.671,84.229
0.897,-0.444,0.172,-5.615,2.625,85.815
0.883,-0.399,0.172,-9.827,6.226,88.623
0.885,-0.357,0.157,-11.963,10.986,90.210
0.924,-0.345,0.094,-12.024,13.550,89.417
0.919,-0.312,0.130,-12.329,10.559,90.088
0.881,-0.281,0.151,-11.719,10.315,90.332
0.908,-0.263,0.131,-12.146,15.930,85.815
0.910,-0.266,0.105,-8.911,20.142,79.285
0.907,-0.278,0.081,-9.033,21.057,72.876
0.921,-0.274,0.072,-12.024,20.264,68.359
0.921,-0.277,0.077,-9.949,18.188,65.491

0.846,0.958,0.454,96.497,16.296,41.321
0.773,1.685,0.565,184.448,40.344,24.170
0.974,2.580,0.762,327.209,72.021,-61.218
0.459,3.054,1.067,395.325,129.700,-206.482
-0.133,3.248,0.968,283.081,228.088,-368.408
-0.445,2.351,0.378,197.815,317.139,-554.810
-0.887,1.172,-0.139,128.357,344.177,-671.509
-1.169,0.322,-0.408,8.972,318.542,-695.679
-1.168,-0.459,-0.507,-105.713,269.104,-677.368
-0.988,-0.961,-0.460,-193.726,206.909,-677.856
-0.780,-1.552,-0.318,-242.920,148.132,-698.730
-0.557,-2.519,-0.138,-275.879,102.539,-619.019
-0.097,-2.788,-0.037,-279.480,73.608,-468.018
0.304,-3.045,-0.173,-187.805,70.068,-356.201
0.492,-3.212,-0.368,-104.370,74.646,-269.592
0.557,-3.165,-0.452,-76.233,67.627,-178.833
0.538,-2.996,-0.415,-48.157,47.546,-88.745
0.495,-2.598,-0.295,-30.334,29.541,-2.625
0.460,-2.216,-0.214,-20.386,20.569,63.110
0.401,-1.879,-0.126,-23.621,14.038,106.689
0.365,-1.620,-0.044,-28.503,10.193,134.644
0.343,-1.444,0.019,-29.236,11.414,151.367
0.317,-1.306,0.040,-33.508,17.944,161.316
0.311,-1.199,0.027,-37.964,25.574,168.945
0.303,-1.093,0.002,-36.804,30.640,173.279
0.307,-1.007,-0.025,-27.710,31.555,171.936
0.323,-0.952,-0.050,-12.390,28.320,166.443
0.342,-0.915,-0.054,-1.160,22.522,161.133
0.353,-0.867,-0.053,5.371,16.846,157.166
0.398,-0.805,-0.068,9.949,13.794,154.785
0.463,-0.746,-0.099,13.123,12.390,152.954
0.511,-0.703,-0.133,11.108,10.681,150.208
0.557,-0.668,-0.158,1.709,8.728,145.996
0.617,-0.672,-0.171,-6.226,5.920,140.503
